dia,mes,ano,feriado,fp,fs,hora,sem_pas,potencia
28,10,2021,0,1,1,17,6630.35111,6745.82553
28,10,2021,0,1,1,17.5,6620.934,6692.56883
28,10,2021,0,1,1,18,6582.68806,6573.79521
28,10,2021,0,1,1,18.5,6913.13156,6895.98638
28,10,2021,0,1,1,19,6974.56378,6935.213
28,10,2021,0,1,1,19.5,6972.07129,6909.23107
28,10,2021,0,1,1,20,6945.59733,6872.32833
28,10,2021,0,1,1,20.5,6937.05059,6844.08399
28,10,2021,0,1,1,21,6942.18935,6819.49871
28,10,2021,0,1,1,21.5,6925.02032,6780.58119
28,10,2021,0,1,1,22,6844.18111,6662.99798
28,10,2021,0,1,1,22.5,6767.31436,6550.88367
28,10,2021,0,1,1,23,6495.32235,6411.07906
28,10,2021,0,1,1,23.5,6404.40394,6254.43052
29,10,2021,0,1,1,0,6273.40211,6165.19069
29,10,2021,0,1,1,0.5,6141.63751,5945.78468
29,10,2021,0,1,1,1,6022.06917,5822.64204
29,10,2021,0,1,1,1.5,5973.61752,5801.78615
29,10,2021,0,1,1,2,5893.93346,5680.6147
29,10,2021,0,1,1,2.5,5819.51001,5629.3813
29,10,2021,0,1,1,3,5843.47672,5719.17588
29,10,2021,0,1,1,3.5,5754.33227,5704.57246
29,10,2021,0,1,1,4,5796.13899,5773.04983
29,10,2021,0,1,1,4.5,5682.4041,5724.03697
29,10,2021,0,1,1,5,5853.10414,5678.86961
29,10,2021,0,1,1,5.5,5955.85246,5840.43069
29,10,2021,0,1,1,6,5839.38931,5754.84976
29,10,2021,0,1,1,6.5,5945.13303,5893.375
29,10,2021,0,1,1,7,5963.62812,5977.6733
29,10,2021,0,1,1,7.5,6226.18219,6156.1443
29,10,2021,0,1,1,8,6403.79317,6396.1253
29,10,2021,0,1,1,8.5,6745.60246,6522.0341
29,10,2021,0,1,1,9,6746.66567,6793.3021
29,10,2021,0,1,1,9.5,6843.53903,6865.287
29,10,2021,0,1,1,10,6969.90398,6870.267
29,10,2021,0,1,1,10.5,7056.55926,6983.608
29,10,2021,0,1,1,11,7153.66266,6881.146
29,10,2021,0,1,1,11.5,7181.88049,6965.091
29,10,2021,0,1,1,12,7089.37612,7058.914
29,10,2021,0,1,1,12.5,6996.83777,6998.021
29,10,2021,0,1,1,13,6941.57377,6897.006
29,10,2021,0,1,1,13.5,6850.33835,6891.836
29,10,2021,0,1,1,14,6913.01027,6696.837
29,10,2021,0,1,1,14.5,7044.69438,6932.813
29,10,2021,0,1,1,15,6948.09812,6900.401
29,10,2021,0,1,1,15.5,7071.893,6852.26961
29,10,2021,0,1,1,16,6953.54246,6836.28643
29,10,2021,0,1,1,16.5,7037.58706,6767.30121
29,10,2021,0,1,1,17,6841.43902,6704.62782
29,10,2021,0,1,1,17.5,6935.4113,6753.53695
29,10,2021,0,1,1,18,6722.95275,6548.4369
29,10,2021,0,1,1,18.5,7012.65946,6865.0606
29,10,2021,0,1,1,19,7037.39522,6934.1088
29,10,2021,0,1,1,19.5,7024.35784,6938.0407
29,10,2021,0,1,1,20,7006.75527,6883.0855
29,10,2021,0,1,1,20.5,6971.17093,6874.3021
29,10,2021,0,1,1,21,6892.0393,6847.8485
29,10,2021,0,1,1,21.5,6870.19209,6881.028
29,10,2021,0,1,1,22,6812.52135,6749.555
29,10,2021,0,1,1,22.5,6699.48689,6624.399
29,10,2021,0,1,1,23,6463.19038,6442.511
29,10,2021,0,1,1,23.5,6387.76159,6359.4485
30,10,2021,0,1,1,0,6337.64804,6156.6236
30,10,2021,0,1,1,0.5,6165.92233,6085.48767
30,10,2021,0,1,1,1,6087.84712,5934.96123
30,10,2021,0,1,1,1.5,5853.79533,5869.38293
30,10,2021,0,1,1,2,5862.48003,5800.24984
30,10,2021,0,1,1,2.5,5880.93247,5740.53766
30,10,2021,0,1,1,3,5719.85459,5803.74551
30,10,2021,0,1,1,3.5,5821.41651,5816.80137
30,10,2021,0,1,1,4,5757.26367,5749.56407
30,10,2021,0,1,1,4.5,5716.75833,5879.19507
30,10,2021,0,1,1,5,5908.36043,5902.17706
30,10,2021,0,1,1,5.5,5803.56451,5933.86568
30,10,2021,0,1,1,6,5756.961,5751.61942
30,10,2021,0,1,1,6.5,5823.76716,5888.26257
30,10,2021,0,1,1,7,5849.60517,5871.8934
30,10,2021,0,1,1,7.5,6081.90228,6108.32052
30,10,2021,0,1,1,8,6263.26899,6187.61509
30,10,2021,0,1,1,8.5,6351.76292,6518.98511
30,10,2021,0,1,1,9,6653.59258,6568.33446
30,10,2021,0,1,1,9.5,6706.3733,6672.7484
30,10,2021,0,1,1,10,6705.82831,6721.97517
30,10,2021,0,1,1,10.5,6855.61414,6753.05996
30,10,2021,0,1,1,11,6903.7811,6834.27676
30,10,2021,0,1,1,11.5,6975.185,6932.11645
30,10,2021,0,1,1,12,6799.54544,6805.52448
30,10,2021,0,1,1,12.5,6898.76349,6752.96948
30,10,2021,0,1,1,13,6824.45261,6541.42985
30,10,2021,0,1,1,13.5,6749.11016999999,6602.28998
30,10,2021,0,1,1,14,6498.29824,6553.09479
30,10,2021,0,1,1,14.5,6612.82342,6544.17288
30,10,2021,0,1,1,15,6576.17974,6519.12912
30,10,2021,0,1,1,15.5,6519.87949,6487.4577
30,10,2021,0,1,1,16,6657.37534,6528.79364
30,10,2021,0,1,1,16.5,6491.67221,6377.71856
30,10,2021,0,1,1,17,6518.28561,6415.94245
30,10,2021,0,1,1,17.5,6440.15579,6406.23879
30,10,2021,0,1,1,18,6594.39376,6479.32993
30,10,2021,0,1,1,18.5,7063.33263,6771.03725
30,10,2021,0,1,1,19,6979.03129,6757.0682
30,10,2021,0,1,1,19.5,6969.1359,6737.47543
30,10,2021,0,1,1,20,6926.25471,6758.67854
30,10,2021,0,1,1,20.5,6937.83128,6772.35704
30,10,2021,0,1,1,21,6900.76836,6736.649
30,10,2021,0,1,1,21.5,6906.35265,6683.89621
30,10,2021,0,1,1,22,6703.63212,6565.08899
30,10,2021,0,1,1,22.5,6626.84703,6587.19869
30,10,2021,0,1,1,23,6483.98811,6374.62857
30,10,2021,0,1,1,23.5,6316.47801,6246.53984
31,10,2021,0,1,1,0,6266.62297,6123.67139
31,10,2021,0,1,1,0.5,6084.49667,6056.18182
31,10,2021,0,1,1,1,5977.26558,5869.8997
31,10,2021,0,1,1,1.5,5825.76185,5745.56889
31,10,2021,0,1,1,2,5718.44793,5760.99123
31,10,2021,0,1,1,2.5,5726.47481,5698.90977
31,10,2021,0,1,1,3,5687.95898,5671.81952
31,10,2021,0,1,1,3.5,5618.52328,5572.1525
31,10,2021,0,1,1,4,5641.36,5545.9961
31,10,2021,0,1,1,4.5,5657.03006,5611.7935
31,10,2021,0,1,1,5,5612.02106,5574.8959
31,10,2021,0,1,1,5.5,5711.80224,5489.6761
31,10,2021,0,1,1,6,5518.49492,5347.871
31,10,2021,0,1,1,6.5,5461.08617,5277.8861
31,10,2021,0,1,1,7,5430.60579,5244.09069
31,10,2021,0,1,1,7.5,5507.83449,5310.25309
31,10,2021,0,1,1,8,5503.65917,5441.00759
31,10,2021,0,1,1,8.5,5664.61959,5632.7723
31,10,2021,0,1,1,9,5727.906,5723.38821
31,10,2021,0,1,1,9.5,5862.81218,5732.9207
31,10,2021,0,1,1,10,5883.97486,5846.13519
31,10,2021,0,1,1,10.5,6035.29115,5918.70799
31,10,2021,0,1,1,11,6044.36977,5976.88809
31,10,2021,0,1,1,11.5,6120.92702,6052.98499
31,10,2021,0,1,1,12,6163.28047,6011.84449
31,10,2021,0,1,1,12.5,6106.86061,6064.06809
31,10,2021,0,1,1,13,6037.58755,6006.00479
31,10,2021,0,1,1,13.5,5994.46483,5928.82559
31,10,2021,0,1,1,14,6048.16218,5983.58969
31,10,2021,0,1,1,14.5,6119.9596,5981.95499
31,10,2021,0,1,1,15,6050.31854,5979.85469
31,10,2021,0,1,1,15.5,6051.63355,5961.05369
31,10,2021,0,1,1,16,5950.44335,5903.81509
31,10,2021,0,1,1,16.5,6006.96849,5871.80689
31,10,2021,0,1,1,17,5922.36857,5801.92989
31,10,2021,0,1,1,17.5,5942.96058,5922.46929
31,10,2021,0,1,1,18,6228.97835,6174.11079
31,10,2021,0,1,1,18.5,6687.7176,6592.44149
31,10,2021,0,1,1,19,6813.7348,6673.43149
31,10,2021,0,1,1,19.5,6787.8564,6698.81159
31,10,2021,0,1,1,20,6843.61479,6700.00479
31,10,2021,0,1,1,20.5,6878.68132,6626.15549
31,10,2021,0,1,1,21,6785.11264,6562.89779
31,10,2021,0,1,1,21.5,6679.098,6522.72219
31,10,2021,0,1,1,22,6477.66317,6418.26699
31,10,2021,0,1,1,22.5,6294.46125,6247.72849
31,10,2021,0,1,1,23,6206.74493,6041.52889
31,10,2021,0,1,1,23.5,5966.93157,5885.40679
